,EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55
161,774715,NORTHERN SACRAMENTO VALLEY (ZONE), ,7/23/2018,1500,Wildfire, , ,2,0,1500000000,0,CA,PST-8, ,129303,Z,15,STO,0,2,Fire Department/Rescue, , , , , , , , , , , , ,"The Carr Fire began on the afternoon of July 23, 2018, at the intersection of Highway 299 and Carr Powerhouse Road, near French Gulch in Shasta County. The fire is reported to have been started accidentally by a vehicle towing a trailer that had a tire blow out, causing the steel rim to scrape along the pavement, generating sparks that ignited dry vegetation along the edge of the highway. Local winds generated by the fire are reported to have caused the fire to spread quickly.||At the end of July, the fire was the sixth most destructive fire in California history at 112,888 acres, with 1,378 structures destroyed, 965 of them homes. The fire was not fully contained until August 30, reaching 229,651 acres in size with a total of 1,079 residences, 22 commercial structures, 503 outbuildings destroyed. There were also 190 residences, 26 commercial structures, and 61 outbuildings damaged. About 38,000 people were evacuated from their homes. There were a total of 8 deaths from the fire, 3 of them firefighters. A large fire whirl in Redding has been reported as being responsible for 4 of the deaths, and this has been listed as a separate event. Damage costs to insured buildings are estimated at $1.5 billion for the Carr Fire.","Large wildfires developed across Northern California at the end of July during a period of high temperatures, low humidity and unusually dry fuels. A powerful fire whirl developed with the Carr Fire, creating significant wind damage to western Redding and rapid fire growth. The Mendicino Complex became the largest wildfire in California history. A state of emergency was declared at state and federal levels due to the fires.",162,,,,,,,,,,,,,,,,,,,
162,776504,RIVERSIDE COUNTY MOUNTAINS (ZONE), ,7/25/2018,1100,Wildfire, , ,0,0,200000,0,CA,PST-8, ,129607,Z,56,SGX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Cranston Fire started on 7/25 around 1100 PST in the Riverside County Mountains. By 1700 PST on 7/25, the fire had rapidly grown to 1,200 acres. In total, the Cranston Fire burned 13,000 acres, resulted in over 500 people being evacuated, and scorched 5 structures. The cause of the fire was determined to be arson. The Cranston Fire was fully contained on 8/13.","The Cranston Fire started around 1100 PST on 7/25 in the Riverside County Mountains near the town of Idyllwild. Nearby communities in Idyllwild, Mountain Center and Fern Valley were evacuated. In total, the fire scorched 13,000 acres, 5 structures and resulted in many road closures. The fire was fully contained on August 13.",163,,,,,,,,,,,,,,,,,,,
163,774723,MOUNTAINS SOUTHWEST SHASTA COUNTY TO NORTHERN LAKE COUNTY (ZONE), ,7/27/2018,1215,Wildfire, , ,0,12,56000000,0,CA,PST-8, ,129303,Z,63,STO,4,1,Fire Department/Rescue, , , , , , , , , , , , ,"The Mendocino Complex Fire (made up of the River and Ranch Fires) spread across Colusa County, Glenn County, Lake County, and Mendocino County, becoming the largest wildfire in California history at 459,123 acres. The Mendocino Complex Fire was not contained until September 18. There were 157 residential buildings destroyed, 123 others destroyed. In addition, there were 13 residential buildings and 24 other buildings damaged. The fires caused at least $56 million in insured property damage. The city of Lakeport, communities of Kelseyville, Lucerne, Upper Lake, Nice, Saratoga Springs, Witter Springs, Potter Valley, and Finley, parts of Hopland, and the tribal communities of Hopland Rancheria and Big Valley Rancheria were evacuated. There was 1 firefighter killed (on August 13), 4 firefighters were injured.","Large wildfires developed across Northern California at the end of July during a period of high temperatures, low humidity and unusually dry fuels. A powerful fire whirl developed with the Carr Fire, creating significant wind damage to western Redding and rapid fire growth. The Mendicino Complex became the largest wildfire in California history. A state of emergency was declared at state and federal levels due to the fires.",164,,,,,,,,,,,,,,,,,,,
164,772800,NORTH BAY MOUNTAINS (ZONE), ,7/28/2018,1530,Wildfire, , ,0,0,0,0,CA,PST-8, ,128864,Z,507,MTR,0,0,Fire Department/Rescue, , , , , , , , , , , , ,The Steele Fire began on July 28th and was contained on August 2nd. Eight structures were destroyed and 4 were damaged http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2184.,"A fire broke out near Lake Berryessa in Napa County on July 28th. Due to the fire being located in a densely populated area, evacuations were issued. The fire was contained on August 2nd after burning 135 acres, destroying 8 structures, and damaging 4.",165,,,,,,,,,,,,,,,,,,,
165,782702,RIVERSIDE COUNTY MOUNTAINS (ZONE), ,8/1/2018,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,130805,Z,56,SGX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Cranston Fire started on July 25th and continued to burn through August 13th when it was fully extinguished. It started on 7/25 around 1100 PST in the Riverside County Mountains. By 1700 PST on 7/25, the fire had rapidly grown to 1,200 acres. In total, the Cranston Fire burned 13,000 acres, resulted in over 500 people being evacuated, and scorched 5 structures. The cause of the fire was determined to be arson.","The Cranston Fire began in late July and continued to actively burn through August 13th, 2018. It started around 1100 PST on 7/25 in the Riverside County Mountains near the town of Idyllwild. Nearby communities in Idyllwild, Mountain Center and Fern Valley were evacuated. In total, the fire scorched 13,000 acres, 5 structures and resulted in many road closures.",166,,,,,,,,,,,,,,,,,,,
166,776253,S SIERRA FOOTHILLS (ZONE), ,8/1/2018,0,Wildfire, , ,0,19,0,0,CA,PST-8, ,129577,Z,93,HNX,0,0,Park/Forest Service, , , , , , , , , , , , ,"The Ferguson fire began on the Sierra National Forest just west of Yosemite, and spread to parts of the Stanislaus National Forest as well as into southern and western Yosemite National Park.","The Ferguson Fire started on July 13, 2018 at 2136 PDT in the South Fork Merced River drainage, 10 miles north of Mariposa, CA in Sierra National Forest. The cause of the fire is under investigation. The fire started in an area that has steep, rugged terrain with scarcely any road access and a heavy presence of beetle-killed trees. On the morning of July 14, a heavy equipment operator was killed in a bulldozer rollover accident while constructing line in a steep canyon. The fire grew rapidly under hot and dry weather conditions. Strong inversions each day resulted in smoke issues in the fire area that limited aircraft operations. Smoke impacts from the fire spread throughout Yosemite National Park, the Sierra Nevada and foothill and into the San Joaquin Valley. Highway 140 leading into Yosemite National Park was closed on July 14 and remained closed through August 14. Smoke impacts in Yosemite resulted in dangerous air quality causing Yosemite Valley and most of the eastern part of the park to be closed to visitors on July 25. This closure continued until August 14. Highway 41 leading into Yosemite from the south was also closed and did not reopen until August 24. Several communities just outside of Yosemite, including El Portal, Foresta, and the park employee housing at Rancheria Flat were subject to evacuations. From July 24 to 31, additional evacuations and repopulations of other areas continued to occur. On July 29, another tragic accident occurred when a tree fell, hitting and killing a firefighter. The weather moderated on August 6, which gave firefighters the opportunity to reinforce containment lines, mop up hot spots, and complete firing operations to keep the fire from spreading further into Yosemite National Park.  The closure of Yosemite National Park for nearly three weeks had local and global impacts on those who had planned to travel to visit during that time. Economically, businesses were impacted in the gateway communities who depend on summer tourist season to sustain them through the year. |By August 18, the fire was contained and had burned 96,901 acres at a suppression cost of $117 Million. There were 19 injuries to firefighters and 10 structures destroyed.",167,,,,,,,,,,,,,,,,,,,
167,776252,S SIERRA MTNS (ZONE), ,8/1/2018,0,Wildfire, , ,0,19,0,0,CA,PST-8, ,129577,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , , , , , ,"The Ferguson fire began on the Sierra National Forest just west of Yosemite, and spread to parts of the Stanislaus National Forest as well as into southern and western Yosemite National Park.","The Ferguson Fire started on July 13, 2018 at 2136 PDT in the South Fork Merced River drainage, 10 miles north of Mariposa, CA in Sierra National Forest. The cause of the fire is under investigation. The fire started in an area that has steep, rugged terrain with scarcely any road access and a heavy presence of beetle-killed trees. On the morning of July 14, a heavy equipment operator was killed in a bulldozer rollover accident while constructing line in a steep canyon. The fire grew rapidly under hot and dry weather conditions. Strong inversions each day resulted in smoke issues in the fire area that limited aircraft operations. Smoke impacts from the fire spread throughout Yosemite National Park, the Sierra Nevada and foothill and into the San Joaquin Valley. Highway 140 leading into Yosemite National Park was closed on July 14 and remained closed through August 14. Smoke impacts in Yosemite resulted in dangerous air quality causing Yosemite Valley and most of the eastern part of the park to be closed to visitors on July 25. This closure continued until August 14. Highway 41 leading into Yosemite from the south was also closed and did not reopen until August 24. Several communities just outside of Yosemite, including El Portal, Foresta, and the park employee housing at Rancheria Flat were subject to evacuations. From July 24 to 31, additional evacuations and repopulations of other areas continued to occur. On July 29, another tragic accident occurred when a tree fell, hitting and killing a firefighter. The weather moderated on August 6, which gave firefighters the opportunity to reinforce containment lines, mop up hot spots, and complete firing operations to keep the fire from spreading further into Yosemite National Park.  The closure of Yosemite National Park for nearly three weeks had local and global impacts on those who had planned to travel to visit during that time. Economically, businesses were impacted in the gateway communities who depend on summer tourist season to sustain them through the year. |By August 18, the fire was contained and had burned 96,901 acres at a suppression cost of $117 Million. There were 19 injuries to firefighters and 10 structures destroyed.",168,,,,,,,,,,,,,,,,,,,
168,761590,WESTERN SISKIYOU COUNTY (ZONE), ,8/1/2018,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,127097,Z,80,MFR,0,0,Other Federal Agency, , , , , , , , , , , , ,"The Natchez Wildfire was caused by lightning. The time of ignition was around 1830 PDT on 07/15/2018. As of 0330 PDT on 09/01/18, the fire covered 27076 acres and was 70 percent contained. 0 structures were lost and 34.8 million dollars had been spent on firefighting efforts.","The Natchez Wildfire was caused by lightning. The time of ignition was around 1830 PDT on 07/15/2018. As of 0330 PDT on 09/01/18, the fire covered 27076 acres and was 70 percent contained. 0 structures were lost and 34.8 million dollars had been spent on firefighting efforts.",169,,,,,,,,,,,,,,,,,,,
169,772801,NORTH BAY MOUNTAINS (ZONE), ,8/1/2018,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,128865,Z,507,MTR,0,0,Fire Department/Rescue, , , , , , , , , , , , ,The Steele Fire began on July 28th and was fully contained on August 2nd. Eight structures were destroyed and 4 were damaged http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2184.,"A fire broke out near Lake Berryessa in Napa County on July 28th. Due to the fire being located in a densely populated area, evacuations were issued. The fire was contained on August 2nd after burning 135 acres, destroying 8 structures, and damaging 4.",170,,,,,,,,,,,,,,,,,,,
170,782710,WEST SLOPE NORTHERN SIERRA NEVADA (ZONE), ,8/1/2018,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,130808,Z,69,STO,9,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Donnell Fire began on August 1, 2018, along Highway 108 in Stanislaus National Forest in Tuolumne County. The cause of the fire is unknown. The fire burned 36,450 acres, 54 structures destroyed and 81 minor structures destroyed. of them homes. Among the destroyed buildings was the historic Dardanelle Resort and Dardanelle Bridge. The fire was not fully contained until early October. There were a total of 9 injuries from the fire.","Large wildfires developed across Northern California early August during a period of high temperatures, and low humidity.",171,,,,,,,,,,,,,,,,,,,
171,782722,SHASTA LAKE/NORTH SHASTA COUNTY (ZONE), ,8/1/2018,1300,Wildfire, , ,0,0,0,0,CA,PST-8, ,130811,Z,13,STO,0,0,Park/Forest Service, , , , , , , , , , , , ,"The Hirz Fire began on August 9, 2018, near Lakehead by Shasta Lake, in Shasta-Trinity National Forest in Shasta County. The fire was determined to be human caused. The fire burned 46,150 acres and caused evacuations through the area, but no structures were destroyed and no injuries were reported. The fire was not fully contained until September 12. The fire came close to the Carr Fire. The Delta Fire burned into the western perimeter of the Hirz Fire on September 10.","Large wildfires developed across Northern California early August during a period of high temperatures, and low humidity.",172,,,,,,,,,,,,,,,,,,,
172,782705,SANTA ANA MOUNTAINS AND FOOTHILLS (ZONE), ,8/6/2018,1400,Wildfire, , ,0,0,500000,0,CA,PST-8, ,130806,Z,57,SGX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Holy Fire began in the Santa Ana Mountains around 2:15 PM PST on August 6th. The hot and dry conditions helped to exasperate the fire further. By the morning of August 7, the fire had increased in size to 4,000 acres and by August 8, it had grown to 6,200 acres. By August 9, more than 21,400 people in 7,400 residences were placed under mandatory evacuation in south Corona, Lake Elsinore, and several communities in the Santa Ana Mountains. Ortega Highway was closed for an indefinite period of time, due to fire danger between Antonio Parkway in San Juan Capistrano and Grand Avenue in the Lake Elsinore. The fire size in total ended up growing to over 23,000 acres. Eighteen structures were destroyed in Orange and Riverside Counties. No major injuries or deaths were reported. The fire was fully contained on September 13th.","The Holy Fire started around 2:15 PM PST on August 6th and spread rapidly through the Santa Ana Mountains. Hot temperatures and dry conditions helped exasperate the fire even further. Evacuation orders were issued for parts of Trabuco Canyon, including the entire community of Holy Jim. The fire grew in total to over 23,000 acres and was fully contained on September 13th.",173,,,,,,,,,,,,,,,,,,,
173,766490,MODOC COUNTY (ZONE), ,8/15/2018,700,Wildfire, , ,0,0,0,0,CA,PST-8, ,127817,Z,85,MFR,0,0,Other Federal Agency, , , , , , , , , , , , ,"The Stone Wildfire was started by lightning around 0800 PDT on 08/15/18.  As of the last report at 0330 PST on 08/30/2018, the fire covered 39387 acres and was 100 percent contained.  2 structures were lost and 16.6 million dollars had been spent on firefighting efforts.","The Stone Wildfire was started by lightning around 0800 PDT on 08/15/18.  As of the last report at 0330 PST on 08/30/2018, the fire covered 39387 acres and was 100 percent contained.  2 structures were lost and 16.6 million dollars had been spent on firefighting efforts.",174,,,,,,,,,,,,,,,,,,,
174,771377,WESTERN SISKIYOU COUNTY (ZONE), ,9/1/2018,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,128587,Z,80,MFR,0,0,Other Federal Agency, , , , , , , , , , , , ,"The Natchez Wildfire was caused by lightning. The time of ignition was around 1830 PDT on 07/15/2018. As of 0330 PDT on 10/01/18, the fire covered 38134 acres and was 84 percent contained. 0 structures were lost and 43.7 million dollars had been spent on firefighting efforts.","The Natchez Wildfire was caused by lightning. The time of ignition was around 1830 PDT on 07/15/2018. As of 0330 PDT on 10/01/18, the fire covered 38134 acres and was 84 percent contained. 0 structures were lost and 43.7 million dollars had been spent on firefighting efforts.",175,,,,,,,,,,,,,,,,,,,
175,787171,SHASTA LAKE/NORTH SHASTA COUNTY (ZONE), ,9/5/2018,632,Wildfire, , ,0,0,0,0,CA,PST-8, ,131597,Z,13,STO,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Delta Fire began on September 5, 2018, near Lakehead by Shasta Lake, in Shasta-Trinity National Forest in Shasta County. The fire was determined to be human caused. The fire burned 63,100 acres and caused evacuations through the area, with 20 structures destroyed and no injuries reported. The fire was not fully contained until October 7. The fire came close to the Carr Fire. The Delta Fire burned into the western perimeter of the Hirz Fire on September 10.","A large fire developed during an extended period of hot, dry weather with gusty winds.",176,,,,,,,,,,,,,,,,,,,
176,777669,WESTERN SISKIYOU COUNTY (ZONE), ,10/1/2018,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,129834,Z,80,MFR,0,0,Other Federal Agency, , , , , , , , , , , , ,"The Natchez Wildfire was caused by lightning. The time of ignition was around 1830 PDT on 07/15/2018. As of 0330 PDT on 10/01/18, the fire covered 38134 acres and was 84 percent contained. 0 structures were lost and 43.7 million dollars had been spent on firefighting efforts.","The Natchez Wildfire was caused by lightning. The time of ignition was around 1830 PDT on 07/15/2018. As of 0330 PDT on 10/01/18, the fire covered 38134 acres and was 84 percent contained. 0 structures were lost and 43.7 million dollars had been spent on firefighting efforts.",177,,,,,,,,,,,,,,,,,,,
177,788371,SANTA CRUZ MOUNTAINS (ZONE), ,11/3/2018,2028,Wildfire, , ,0,0,0,0,CA,PST-8, ,131807,Z,512,MTR,0,0,Fire Department/Rescue, , , , , , , , , , , , ,A small 17 acre fire broke out that became known as the Rincon Fire off of Highway 9 north of Santa Cruz. One firefighter was injured https://www.ksbw.com/article/update-rincon-fire/24683131?utm_campaign=KSBW&utm_content=5be1f9ec04d30130ee666ef9&utm_medium=twitter&utm_source=trueAnthem:+New+Content.,An offshore wind event brought elevated fire concerns for the region in early November. One small fire broke out in Santa Cruz County.,178,,,,,,,,,,,,,,,,,,,
178,788675,NORTHEAST FOOTHILLS/SACRAMENTO VALLEY (ZONE), ,11/8/2018,633,Wildfire, , ,86,12,17000000000,0,CA,PST-8, ,131864,Z,66,STO,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Camp Fire began on the morning of November 8, 2018, by Camp Creek Road, near Pulga in Butte County. The fire was not fully contained until November 25. This fire was the most destructive wildfire in California history, destroying much of the city of Paradise, the community of Concow, and damaging the towns of Pulga and Magalia. There were 18,804 structures destroyed, 13,696 of them single homes, along with 514 commercial structures and 3,718 outbuildings and 153,336 acres burned. There were a total of 86 deaths from the fire, with 12 civilians and 5 firefighters injured. There were 3 people missing as of 1/24/2019, when Butte County Sheriff closed their missing persons call center for the Camp Fire. Damage costs to insured buildings has been estimated to be at least $10 billion. |Conditions which lead to this fire included several recent years with drought conditions, late spring rainfall bringing additional growth of grass for fuel, dry weather for seven months prior to the fire, very low humidity due to several north wind events, record dry fuel and gusty northeast winds the day of the fire. Local wind gusts to 40 to 50 mph were measured nearby at Jarbo Gap, with a peak gust in the early morning of 52 mph. These winds caused the fire to spread very quickly. The fire forced the rapid evacuation of over 27,000 people from Paradise, Magalia, Centerville, Concow, Pulga, Butte Creek Canyon, Berry Creek and Yankee Hill. The fire also threatened the communities of Butte Valley, Chico, Forest Ranch, Helltown, Inskip, Oroville, and Stirling City. All residents were not allowed to return home until December 15, when the final evacuation orders were lifted. |Smoke from the fire was dense at times across much of Northern California, concentrated by strong atmospheric inversions. Air quality was reported by the Air Resources Board as some of the worst on record, causing many schools to close and events to be canceled across the area. Visibility was below 1/2 mile at times.|The cause of the fire is under investigation, though there evidence suggests it occurred near damaged power lines.","An extended period of dry weather through the summer and fall with above normal temperatures coupled with a gusty north to northeast wind event created a situation for extremely rapid fire growth. A large wildfire developed, the deadliest and most destructive in history for California.",179,,,,,,,,,,,,,,,,,,,
179,795851,VENTURA COUNTY COASTAL VALLEYS (ZONE), ,11/8/2018,1403,Wildfire, , ,0,0,0,0,CA,PST-8, ,133031,Z,45,LOX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Hill Fire burned 4,531 acres in Ventura county, near the community of Camarillo. The fire started during a strong Santa Ana wind event. Northeast winds gusting in excess of 60 MPH along with very dry conditions allowed the fire to spread very quickly. During the fire, four structures were destroyed.","The Hill Fire started in early November during a strong Santa Ana wind event. The combination of gusty winds and very dry conditions allowed the fire to grow quickly, eventually charring 4,531 acres.",180,,,,,,,,,,,,,,,,,,,
180,795852,VENTURA COUNTY COAST (ZONE), ,11/8/2018,1403,Wildfire, , ,0,0,0,0,CA,PST-8, ,133031,Z,40,LOX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Hill Fire burned 4,531 acres in Ventura county, near the community of Camarillo. The fire started during a strong Santa Ana wind event. Northeast winds gusting in excess of 60 MPH along with very dry conditions allowed the fire to spread very quickly. During the fire, four structures were destroyed.","The Hill Fire started in early November during a strong Santa Ana wind event. The combination of gusty winds and very dry conditions allowed the fire to grow quickly, eventually charring 4,531 acres.",181,,,,,,,,,,,,,,,,,,,
181,795858,SANTA MONICA MOUNTAINS RECREATION AREA (ZONE), ,11/8/2018,1424,Wildfire, , ,3,0,0,0,CA,PST-8, ,133032,Z,46,LOX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Woolsey Fire burned 96,949 across in Ventura and Los Angeles county. The fire ignited during a strong Santa Ana wind event. Gusty north to northeast winds (in excess of 60 MPH) and very dry conditions allowed the fire to spread very quickly. In total, the Woolsey Fire destroyed 1,643 structures (including 400 homes) and damaged an additional 364 structures. Three deaths were attributed to the fire. Two deaths occurred when an SUV was overrun by flames and the third death occurred in a destroyed home.","The Woolsey Fire burned 96,949 acres in Ventura and Los Angeles counties, destroying over 1500 structures. The fire ignited during a strong Santa Ana wind event and the combination of gusty winds and very dry conditions allowed the fire to spread very quickly.",182,,,,,,,,,,,,,,,,,,,
182,795859,LOS ANGELES COUNTY SAN FERNANDO VALLEY (ZONE), ,11/8/2018,1424,Wildfire, , ,3,0,0,0,CA,PST-8, ,133032,Z,547,LOX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Woolsey Fire burned 96,949 across in Ventura and Los Angeles county. The fire ignited during a strong Santa Ana wind event. Gusty north to northeast winds (in excess of 60 MPH) and very dry conditions allowed the fire to spread very quickly. In total, the Woolsey Fire destroyed 1,643 structures (including 400 homes) and damaged an additional 364 structures. Three deaths were attributed to the fire. Two deaths occurred when an SUV was overrun by flames and the third death occurred in a destroyed home.","The Woolsey Fire burned 96,949 acres in Ventura and Los Angeles counties, destroying over 1500 structures. The fire ignited during a strong Santa Ana wind event and the combination of gusty winds and very dry conditions allowed the fire to spread very quickly.",183,,,,,,,,,,,,,,,,,,,
183,795860,VENTURA COUNTY COAST (ZONE), ,11/8/2018,1424,Wildfire, , ,3,0,0,0,CA,PST-8, ,133032,Z,40,LOX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Woolsey Fire burned 96,949 across in Ventura and Los Angeles county. The fire ignited during a strong Santa Ana wind event. Gusty north to northeast winds (in excess of 60 MPH) and very dry conditions allowed the fire to spread very quickly. In total, the Woolsey Fire destroyed 1,643 structures (including 400 homes) and damaged an additional 364 structures. Three deaths were attributed to the fire. Two deaths occurred when an SUV was overrun by flames and the third death occurred in a destroyed home.","The Woolsey Fire burned 96,949 acres in Ventura and Los Angeles counties, destroying over 1500 structures. The fire ignited during a strong Santa Ana wind event and the combination of gusty winds and very dry conditions allowed the fire to spread very quickly.",184,,,,,,,,,,,,,,,,,,,
184,795861,VENTURA COUNTY COASTAL VALLEYS (ZONE), ,11/8/2018,1424,Wildfire, , ,3,0,0,0,CA,PST-8, ,133032,Z,45,LOX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Woolsey Fire burned 96,949 across in Ventura and Los Angeles county. The fire ignited during a strong Santa Ana wind event. Gusty north to northeast winds (in excess of 60 MPH) and very dry conditions allowed the fire to spread very quickly. In total, the Woolsey Fire destroyed 1,643 structures (including 400 homes) and damaged an additional 364 structures. Three deaths were attributed to the fire. Two deaths occurred when an SUV was overrun by flames and the third death occurred in a destroyed home.","The Woolsey Fire burned 96,949 acres in Ventura and Los Angeles counties, destroying over 1500 structures. The fire ignited during a strong Santa Ana wind event and the combination of gusty winds and very dry conditions allowed the fire to spread very quickly.",185,,,,,,,,,,,,,,,,,,,
185,795857,LOS ANGELES COUNTY COASTS INCLUDING DOWNTOWN LOS ANGELES (ZONE), ,11/8/2018,1424,Wildfire, , ,3,0,0,0,CA,PST-8, ,133032,Z,41,LOX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Woolsey Fire burned 96,949 across in Ventura and Los Angeles county. The fire ignited during a strong Santa Ana wind event. Gusty north to northeast winds (in excess of 60 MPH) and very dry conditions allowed the fire to spread very quickly. In total, the Woolsey Fire destroyed 1,643 structures (including 400 homes) and damaged an additional 364 structures. Three deaths were attributed to the fire. Two deaths occurred when an SUV was overrun by flames and the third death occurred in a destroyed home.","The Woolsey Fire burned 96,949 acres in Ventura and Los Angeles counties, destroying over 1500 structures. The fire ignited during a strong Santa Ana wind event and the combination of gusty winds and very dry conditions allowed the fire to spread very quickly.",186,,,,,,,,,,,,,,,,,,,
186,837626,SOUTHERN SACRAMENTO VALLEY (ZONE), ,6/8/2019,1350,Wildfire, , ,0,2,0,0,CA,PST-8, ,139253,Z,17,STO,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"On June 8, conditions were favorable for wildfire growth as relative humidity values fell into the teens and northerly winds gusted up to 25-45 mph. Prior to the start of this event, the local utility company decided to de-energize power lines per CA Public Utility Commissions (CPUC) Public Safety Power Shutoff (PSPS) guidelines. Eventually, a fire did start at 1350PST in Yolo County, which became known as the Sand Fire. There were 2512 acres of land burned over a period of 8 days, along with 7 structures destroyed. The fire also led to road closures from Highway 16 to Highway 20 to the town Brooks in addition to the evacuation of residents living along County Road 41.","A upper level low passed through the region, which brought elevated fire weather concerns to northern California. Areas impacted within Sacramento's forecast area include the Sacramento and San Joaquin Valleys for areas generally below 1000 feet.",187,,,,,,,,,,,,,,,,,,,
187,824261,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,6/11/2019,1134,Wildfire, , ,0,0,5000,0,CA,PST-8, ,137321,Z,511,MTR,1,0,Fire Department/Rescue, , , , , , , , , , , , ,San Jose Fire Department reported a vegetation fire in the San Jose Foothills that damaged one home. The hot temperatures made fire fighting efforts difficult resulting in one firefighter suffering from heat exhaustion http://www.ktvu.com/news/ktvu-local-news/firefighter-suffers-heat-exhaustion-battling-house-fire-in-east-foothills-of-san-jose.,"The combination of high pressure and strong offshore flow resulted in an early season heat wave across the Bay Area from June 9th to the 11th. Multiple daily records were broken across the region and multiple power outages were reported due to the heat. Approximately 26,000 people across the region lost power on Monday followed by an additional 30,000 on Tuesday. Three fatalities were reported during the heat event. One man died as a direct result of heat related illness while two others drowned while attempting to cool down during the heat wave. Hot temperatures and dry grass resulted in a vegetation fire that spread to a residence.",188,,,,,,,,,,,,,,,,,,,
188,837849,NORTHERN SAN JOAQUIN VALLEY (ZONE), ,6/25/2019,1945,Wildfire, , ,0,0,0,0,CA,PST-8, ,139300,Z,19,STO,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"The Rock Fire started Tuesday night June 25th, 4 miles Del Puerto Canyon Rd, which is west of Patterson. It grew to 2422 acres over 24 hours and according to a CalFire via a media interview, the fire was burning near several Native American archaeological sites belonging to the Yokuts. Crews took extra precautions not to disturb the soil of these sites and at the time of the media report, it was unknown if the fire had done any damage. Additionally, it was also noted in a media interview that some acres of ranch land were burned but no buildings or structures were.","A broad trough passing over the Pacific Northwest brought breezy winds to the San Joaquin Valley. These conditions, combined with dry fuels led to a increased fire danger for the region.",189,,,,,,,,,,,,,,,,,,,
189,834377,NORTHEAST SISKIYOU AND NORTHWEST MODOC COUNTIES (ZONE), ,7/28/2019,1445,Wildfire, , ,0,0,0,0,CA,PST-8, ,138743,Z,84,MFR,0,0,Other Federal Agency, , , , , , , , , , , , ,"The Tucker Wildfire started around 28/1545 PDT.  As of 0430 PST on August 1, the fire covered 14217 acres and was 30 percent contained.  0 structures were lost and 1.5 million dollars had been spent on firefighting efforts.","The Tucker Wildfire started around 28/1545 PDT.  As of 0430 PST on August 1, the fire covered 14217 acres and was 30 percent contained.  0 structures were lost and 1.5 million dollars had been spent on firefighting efforts.",190,,,,,,,,,,,,,,,,,,,
190,834378,NORTHEAST SISKIYOU AND NORTHWEST MODOC COUNTIES (ZONE), ,8/1/2019,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,138745,Z,84,MFR,0,0,Other Federal Agency, , , , , , , , , , , , ,"The Tucker Wildfire started around 28/1545 PDT.  As of the last report on 04/0330 PDT, the fire covered 14150 acres and was 100 percent contained.  0 structures were lost and 3.7 million dollars had been spent on firefighting efforts.","The Tucker Wildfire started around 28/1545 PDT.  As of the last report on 04/0330 PDT, the fire covered 14150 acres and was 100 percent contained.  0 structures were lost and 3.7 million dollars had been spent on firefighting efforts.",191,,,,,,,,,,,,,,,,,,,
